name,skills,powerscale,description,age,dclass_id,characteristics_id,universe_id
Superman 9567,"Quirk: One for All, 100% Detroit Smash",347932,A powerful warrior from another universe.,,472,3473,53
Itachi 9568,"Dark magic, undead army, time stop",308116,A powerful warrior from another universe.,,7574,2329,341
Agil 9569,"Soul reaper powers, bankai, hollow form",226482,A powerful warrior from another universe.,2293,892,6955,236
Inosuke 9570,"Titan shifter, 3D maneuver gear",868724,A powerful warrior from another universe.,,7649,3829,51
Zoro 9571,None,735301,A powerful warrior from another universe.,8892,6628,4772,115
Madara 9572,"Ki manipulation, instant transmission, ultra instinct",890366,A powerful warrior from another universe.,,2552,3976,156
Kirito 9573,"Quirk: One for All, 100% Detroit Smash",766229,A powerful warrior from another universe.,4649,6941,7575,343
Kazuma 9574,"Combat knife, martial arts, stealth",633338,A powerful warrior from another universe.,8095,749,4656,109
Goku 9575,"Stand power, time stop, vampirism",28644,A powerful warrior from another universe.,,650,1767,416
Eren 9576,"Quirk: One for All, 100% Detroit Smash",880922,A powerful warrior from another universe.,1819,6359,3430,1
Darkness 9577,None,273488,A powerful warrior from another universe.,,5943,8153,468
Kirito 9578,"Firearms, explosives, tactical genius",363852,A powerful warrior from another universe.,9755,8034,3847,366
Aqua 9579,"Firearms, explosives, tactical genius",595888,A powerful warrior from another universe.,,9187,3183,255
Sasuke 9580,"Dark magic, undead army, time stop",398700,A powerful warrior from another universe.,6528,8188,2651,411
Vegeta 9581,"Sharingan, Rinnegan, Susanoo, genjutsu",215895,A powerful warrior from another universe.,,8047,7428,354
Saitama 9582,"Haki, devil fruit, conqueror haki",121239,A powerful warrior from another universe.,,6200,5522,129
Dio 9583,"Firearms, explosives, tactical genius",67656,A powerful warrior from another universe.,,4692,7406,322
Levi 9584,"Haki, devil fruit, conqueror haki",635894,A powerful warrior from another universe.,6928,9493,8731,229
Darkness 9585,"Ki manipulation, instant transmission, ultra instinct",567201,A powerful warrior from another universe.,,9433,5554,36
Aizen 9586,"Super strength, flight, laser vision",959506,A powerful warrior from another universe.,,6095,8420,384
Hulk 9587,"Soul reaper powers, bankai, hollow form",838571,A powerful warrior from another universe.,,1812,3196,186
Aqua 9588,"Firearms, explosives, tactical genius",913438,A powerful warrior from another universe.,,9513,7829,264
Yui 9589,"Sharingan, Rinnegan, Susanoo, genjutsu",309011,A powerful warrior from another universe.,7703,1557,9702,197
Hulk 9590,"Quirk: One for All, 100% Detroit Smash",366608,A powerful warrior from another universe.,,7279,2883,88
Levi 9591,"Haki, devil fruit, conqueror haki",314884,A powerful warrior from another universe.,9674,1399,6905,117
Eren 9592,"Firearms, explosives, tactical genius",385834,A powerful warrior from another universe.,,5028,5844,68
Klein 9593,"Dark magic, undead army, time stop",194216,A powerful warrior from another universe.,8506,8027,5280,270
Rimuru 9594,"Super strength, flight, laser vision",944887,A powerful warrior from another universe.,2541,6973,3411,92
Tanjiro 9595,"Stand power, time stop, vampirism",106663,A powerful warrior from another universe.,1663,2074,1211,389
Vegeta 9596,"Sharingan, Rinnegan, Susanoo, genjutsu",518107,A powerful warrior from another universe.,3744,6608,5923,340
Bakugo 9597,"Combat knife, martial arts, stealth",780932,A powerful warrior from another universe.,9616,8208,9655,478
Josuke 9598,"Quirk: One for All, 100% Detroit Smash",905663,A powerful warrior from another universe.,,6110,9295,414
Thor 9599,"Breathing techniques, demon slayer mark",832359,A powerful warrior from another universe.,,6493,8333,420
Aizen 9600,"Soul reaper powers, bankai, hollow form",686361,A powerful warrior from another universe.,5731,7858,5426,412
Kazuma 9601,"Haki, devil fruit, conqueror haki",858992,A powerful warrior from another universe.,7375,5368,2525,157
Aizen 9602,"Haki, devil fruit, conqueror haki",978830,A powerful warrior from another universe.,,8789,1402,27
Hulk 9603,"Speed force, time travel, infinite mass punch",140224,A powerful warrior from another universe.,,7088,6474,323
Thanos 9604,"Breathing techniques, demon slayer mark",134107,A powerful warrior from another universe.,9786,8889,9656,81
Zoro 9605,"Haki, devil fruit, conqueror haki",546597,A powerful warrior from another universe.,1314,9089,1012,277
Eren 9606,"Titan shifter, 3D maneuver gear",394561,A powerful warrior from another universe.,,7650,8596,420
Todoroki 9607,"Super strength, flight, laser vision",50454,A powerful warrior from another universe.,,9263,3308,353
Hulk 9608,"Titan shifter, 3D maneuver gear",200815,A powerful warrior from another universe.,4694,199,5110,333
Leafa 9609,"Titan shifter, 3D maneuver gear",453984,A powerful warrior from another universe.,1852,4375,8460,342
Asuna 9610,"Quirk: One for All, 100% Detroit Smash",962234,A powerful warrior from another universe.,2480,5177,5729,93
Vegeta 9611,"Haki, devil fruit, conqueror haki",328976,A powerful warrior from another universe.,,8546,6175,438
Levi 9612,"Dark magic, undead army, time stop",19586,A powerful warrior from another universe.,,6940,3469,96
Kazuma 9613,"Ki manipulation, instant transmission, ultra instinct",97281,A powerful warrior from another universe.,2516,9089,8455,129
Rimuru 9614,"Slime abilities, unlimited shapeshifting",423584,A powerful warrior from another universe.,,7136,7526,56
Ichigo 9615,"Ki manipulation, instant transmission, ultra instinct",100248,A powerful warrior from another universe.,,4502,6824,119
Ichigo 9616,None,825000,A powerful warrior from another universe.,9394,9247,686,183
Luffy 9617,"Titan shifter, 3D maneuver gear",780178,A powerful warrior from another universe.,,465,2152,393
Madara 9618,"Firearms, explosives, tactical genius",475371,A powerful warrior from another universe.,,3472,9183,423
Tanjiro 9619,None,270450,A powerful warrior from another universe.,,1802,5153,238
Endeavor 9620,None,946417,A powerful warrior from another universe.,,6984,5160,215
Yui 9621,"Haki, devil fruit, conqueror haki",876933,A powerful warrior from another universe.,1354,1784,5950,397
Saitama 9622,"Slime abilities, unlimited shapeshifting",698212,A powerful warrior from another universe.,,2258,4821,56
Subaru 9623,"Haki, devil fruit, conqueror haki",782126,A powerful warrior from another universe.,,6139,7422,48
Kakashi 9624,"Titan shifter, 3D maneuver gear",340521,A powerful warrior from another universe.,,1327,5174,127
Ichigo 9625,"Dark magic, undead army, time stop",54794,A powerful warrior from another universe.,4295,4767,7035,327
Leafa 9626,"Dark magic, undead army, time stop",113038,A powerful warrior from another universe.,,8475,5919,252
Yui 9627,"Combat knife, martial arts, stealth",726505,A powerful warrior from another universe.,,4719,6217,267
Thanos 9628,"Quirk: One for All, 100% Detroit Smash",915943,A powerful warrior from another universe.,,7977,2589,5
Aqua 9629,"Ki manipulation, instant transmission, ultra instinct",13353,A powerful warrior from another universe.,,1079,1029,409
Darkness 9630,"Breathing techniques, demon slayer mark",425381,A powerful warrior from another universe.,,4547,969,204
Subaru 9631,"Soul reaper powers, bankai, hollow form",777450,A powerful warrior from another universe.,,7301,7392,175
Aqua 9632,"Sharingan, Rinnegan, Susanoo, genjutsu",929412,A powerful warrior from another universe.,,3828,1139,357
Darkness 9633,"Soul reaper powers, bankai, hollow form",425253,A powerful warrior from another universe.,,1028,9672,98
Kakashi 9634,"Haki, devil fruit, conqueror haki",606310,A powerful warrior from another universe.,,2550,1287,78
Giorno 9635,"Stand power, time stop, vampirism",215825,A powerful warrior from another universe.,5502,7278,8219,386
Emilia 9636,"Haki, devil fruit, conqueror haki",863758,A powerful warrior from another universe.,,4976,2371,389
Spider Man 9637,"Breathing techniques, demon slayer mark",325477,A powerful warrior from another universe.,,3270,4803,13
Dio 9638,"Combat knife, martial arts, stealth",717623,A powerful warrior from another universe.,2187,5835,1027,386
Inosuke 9639,"Titan shifter, 3D maneuver gear",921566,A powerful warrior from another universe.,2680,130,8239,109
Saitama 9640,"Breathing techniques, demon slayer mark",537448,A powerful warrior from another universe.,,410,9363,308
Asuna 9641,"Stand power, time stop, vampirism",459489,A powerful warrior from another universe.,,350,764,15
Ichigo 9642,"Speed force, time travel, infinite mass punch",884265,A powerful warrior from another universe.,,5064,6823,433
Tanjiro 9643,"Super strength, flight, laser vision",113421,A powerful warrior from another universe.,7974,414,1942,240
Vegeta 9644,"Haki, devil fruit, conqueror haki",347775,A powerful warrior from another universe.,9398,9671,607,419
Todoroki 9645,"Dark magic, undead army, time stop",767754,A powerful warrior from another universe.,4788,8522,3019,204
Sinon 9646,"Quirk: One for All, 100% Detroit Smash",374834,A powerful warrior from another universe.,650,9570,2556,67
Thanos 9647,"Speed force, time travel, infinite mass punch",810710,A powerful warrior from another universe.,7296,7093,8430,429
Erwin 9648,"Speed force, time travel, infinite mass punch",132764,A powerful warrior from another universe.,,2773,5895,478
Aizen 9649,"Super strength, flight, laser vision",296254,A powerful warrior from another universe.,,5468,2593,347
Superman 9650,"Titan shifter, 3D maneuver gear",711600,A powerful warrior from another universe.,,7014,2417,81
Spider Man 9651,"Combat knife, martial arts, stealth",328545,A powerful warrior from another universe.,3555,7232,7504,54
Ichigo 9652,"Stand power, time stop, vampirism",71302,A powerful warrior from another universe.,,2348,5256,262
Erwin 9653,"Soul reaper powers, bankai, hollow form",578522,A powerful warrior from another universe.,1201,707,3311,38
Madara 9654,"Quirk: One for All, 100% Detroit Smash",181868,A powerful warrior from another universe.,6817,2894,4166,234
Ichigo 9655,"Slime abilities, unlimited shapeshifting",42894,A powerful warrior from another universe.,9755,8849,7635,139
Kakashi 9656,"Slime abilities, unlimited shapeshifting",646581,A powerful warrior from another universe.,5737,3325,6237,342
Aqua 9657,"Soul reaper powers, bankai, hollow form",690555,A powerful warrior from another universe.,6606,7672,7006,197
Spider Man 9658,"Firearms, explosives, tactical genius",757138,A powerful warrior from another universe.,,4823,3882,239
Kazuma 9659,"Soul reaper powers, bankai, hollow form",139210,A powerful warrior from another universe.,2030,7744,8775,338
Giorno 9660,"Firearms, explosives, tactical genius",791028,A powerful warrior from another universe.,4562,2253,5383,368
Dio 9661,"Slime abilities, unlimited shapeshifting",488135,A powerful warrior from another universe.,7834,8992,9453,138
Saitama 9662,"Speed force, time travel, infinite mass punch",820529,A powerful warrior from another universe.,,938,9767,80
Superman 9663,"Speed force, time travel, infinite mass punch",87159,A powerful warrior from another universe.,6250,5402,5026,113
Leafa 9664,"Combat knife, martial arts, stealth",840602,A powerful warrior from another universe.,,3487,5203,120
Jotaro 9665,"Combat knife, martial arts, stealth",754485,A powerful warrior from another universe.,1918,7893,9845,498
Rimuru 9666,None,666081,A powerful warrior from another universe.,6956,7681,8817,209
Josuke 9667,"Sharingan, Rinnegan, Susanoo, genjutsu",81664,A powerful warrior from another universe.,,7442,2784,352
Hulk 9668,"Quirk: One for All, 100% Detroit Smash",729461,A powerful warrior from another universe.,8084,4604,7626,497
Naruto 9669,"Titan shifter, 3D maneuver gear",365026,A powerful warrior from another universe.,,7560,5424,179
Rengoku 9670,"Firearms, explosives, tactical genius",274152,A powerful warrior from another universe.,2706,5296,516,319
Klein 9671,"Dark magic, undead army, time stop",236196,A powerful warrior from another universe.,,3241,3026,346
Jonathan 9672,"Combat knife, martial arts, stealth",545951,A powerful warrior from another universe.,,5309,8790,207
Todoroki 9673,"Titan shifter, 3D maneuver gear",637029,A powerful warrior from another universe.,3047,4740,9500,178
Todoroki 9674,"Speed force, time travel, infinite mass punch",321365,A powerful warrior from another universe.,,8087,5153,207
Kirito 9675,"Titan shifter, 3D maneuver gear",753447,A powerful warrior from another universe.,,7529,129,212
Inosuke 9676,"Dark magic, undead army, time stop",374759,A powerful warrior from another universe.,5064,7217,838,274
Klein 9677,"Titan shifter, 3D maneuver gear",346508,A powerful warrior from another universe.,,7654,7297,120
Kirito 9678,"Slime abilities, unlimited shapeshifting",944457,A powerful warrior from another universe.,,4124,7319,34
Hawks 9679,"Dark magic, undead army, time stop",455475,A powerful warrior from another universe.,3748,6992,9567,47
Ichigo 9680,"Dark magic, undead army, time stop",980416,A powerful warrior from another universe.,,3022,4583,314
Thor 9681,"Soul reaper powers, bankai, hollow form",672308,A powerful warrior from another universe.,,5374,1823,11
Hulk 9682,"Combat knife, martial arts, stealth",327709,A powerful warrior from another universe.,4484,7057,1412,481
Ainz 9683,"Soul reaper powers, bankai, hollow form",998482,A powerful warrior from another universe.,2115,3657,2372,12
Kazuma 9684,"Dark magic, undead army, time stop",513924,A powerful warrior from another universe.,7032,9386,3877,22
Yui 9685,"Quirk: One for All, 100% Detroit Smash",756310,A powerful warrior from another universe.,6265,509,3138,253
Ichigo 9686,"Slime abilities, unlimited shapeshifting",118926,A powerful warrior from another universe.,,331,4880,159
Vegeta 9687,None,949951,A powerful warrior from another universe.,,8885,4027,29
Itachi 9688,"Breathing techniques, demon slayer mark",953237,A powerful warrior from another universe.,4955,592,7984,343
Todoroki 9689,"Super strength, flight, laser vision",181902,A powerful warrior from another universe.,,7608,8737,413
Endeavor 9690,"Combat knife, martial arts, stealth",53489,A powerful warrior from another universe.,8047,6779,436,95
Klein 9691,"Slime abilities, unlimited shapeshifting",960008,A powerful warrior from another universe.,8852,1795,3164,177
Luffy 9692,"Firearms, explosives, tactical genius",766052,A powerful warrior from another universe.,,3533,3906,92
Batman 9693,"Titan shifter, 3D maneuver gear",346997,A powerful warrior from another universe.,,5228,1648,443
Sasuke 9694,"Firearms, explosives, tactical genius",719227,A powerful warrior from another universe.,2708,335,3762,27
All Might 9695,"Ki manipulation, instant transmission, ultra instinct",143711,A powerful warrior from another universe.,665,27,8863,246
Rimuru 9696,"Quirk: One for All, 100% Detroit Smash",250202,A powerful warrior from another universe.,3973,3261,957,92
Inosuke 9697,"Dark magic, undead army, time stop",793519,A powerful warrior from another universe.,452,7417,3120,321
Yui 9698,"Quirk: One for All, 100% Detroit Smash",869895,A powerful warrior from another universe.,,6660,2374,204
Jotaro 9699,"Dark magic, undead army, time stop",501921,A powerful warrior from another universe.,9830,9166,8222,288
Bakugo 9700,"Quirk: One for All, 100% Detroit Smash",254056,A powerful warrior from another universe.,,1078,3695,218
Klein 9701,"Super strength, flight, laser vision",965652,A powerful warrior from another universe.,,9411,9675,182
Todoroki 9702,"Slime abilities, unlimited shapeshifting",215764,A powerful warrior from another universe.,2381,8286,8962,496
Mikasa 9703,None,665838,A powerful warrior from another universe.,4178,9776,5190,74
Bakugo 9704,"Dark magic, undead army, time stop",339828,A powerful warrior from another universe.,3333,8731,992,331
Thor 9705,"Stand power, time stop, vampirism",851560,A powerful warrior from another universe.,,5437,5328,391
Kirito 9706,"Soul reaper powers, bankai, hollow form",89374,A powerful warrior from another universe.,,4360,6138,183
Dio 9707,"Ki manipulation, instant transmission, ultra instinct",638669,A powerful warrior from another universe.,9853,4363,1373,287
Sinon 9708,"Dark magic, undead army, time stop",666982,A powerful warrior from another universe.,8401,4083,7537,118
Gintoki 9709,"Super strength, flight, laser vision",921997,A powerful warrior from another universe.,,375,2878,3
Kirito 9710,"Haki, devil fruit, conqueror haki",217048,A powerful warrior from another universe.,8991,1620,9672,240
Ichigo 9711,"Slime abilities, unlimited shapeshifting",733817,A powerful warrior from another universe.,,5103,1763,176
Josuke 9712,"Sharingan, Rinnegan, Susanoo, genjutsu",431465,A powerful warrior from another universe.,,4905,202,369
Leafa 9713,"Soul reaper powers, bankai, hollow form",866497,A powerful warrior from another universe.,9896,8986,4367,426
Emilia 9714,None,367275,A powerful warrior from another universe.,9669,9079,7727,200
Asuna 9715,"Combat knife, martial arts, stealth",257680,A powerful warrior from another universe.,2696,5869,7652,395
Goku 9716,"Super strength, flight, laser vision",894234,A powerful warrior from another universe.,362,176,4804,380
Kakashi 9717,"Slime abilities, unlimited shapeshifting",646986,A powerful warrior from another universe.,,1764,811,309
Hawks 9718,"Quirk: One for All, 100% Detroit Smash",857946,A powerful warrior from another universe.,7555,8266,6356,18
Luffy 9719,"Sharingan, Rinnegan, Susanoo, genjutsu",655634,A powerful warrior from another universe.,,8380,9132,405
Jotaro 9720,"Super strength, flight, laser vision",912222,A powerful warrior from another universe.,,3487,3018,259
Saitama 9721,"Stand power, time stop, vampirism",662668,A powerful warrior from another universe.,,3472,8,383
Bakugo 9722,"Speed force, time travel, infinite mass punch",240621,A powerful warrior from another universe.,4791,5552,4130,384
Sinon 9723,"Breathing techniques, demon slayer mark",680654,A powerful warrior from another universe.,4485,5956,2483,117
Sasuke 9724,"Sharingan, Rinnegan, Susanoo, genjutsu",755577,A powerful warrior from another universe.,,2862,162,45
Leafa 9725,"Quirk: One for All, 100% Detroit Smash",175390,A powerful warrior from another universe.,1655,962,7736,285
Ainz 9726,"Ki manipulation, instant transmission, ultra instinct",767966,A powerful warrior from another universe.,2532,998,4804,461
Endeavor 9727,"Breathing techniques, demon slayer mark",914816,A powerful warrior from another universe.,,5103,326,437
Bakugo 9728,"Sharingan, Rinnegan, Susanoo, genjutsu",68551,A powerful warrior from another universe.,,2192,7682,406
Emilia 9729,"Titan shifter, 3D maneuver gear",78404,A powerful warrior from another universe.,,7872,1282,145
Captain America 9730,"Ki manipulation, instant transmission, ultra instinct",973097,A powerful warrior from another universe.,,7259,7306,256
Gintoki 9731,"Stand power, time stop, vampirism",153032,A powerful warrior from another universe.,1523,5238,564,447
Levi 9732,"Dark magic, undead army, time stop",625877,A powerful warrior from another universe.,5470,7439,8667,39
Aqua 9733,"Stand power, time stop, vampirism",988900,A powerful warrior from another universe.,1631,8513,2947,397
Deku 9734,"Soul reaper powers, bankai, hollow form",818173,A powerful warrior from another universe.,6858,6461,4713,469
Rengoku 9735,"Combat knife, martial arts, stealth",538508,A powerful warrior from another universe.,,3145,36,338
Leafa 9736,"Soul reaper powers, bankai, hollow form",786923,A powerful warrior from another universe.,,4748,2421,90
Luffy 9737,"Stand power, time stop, vampirism",566104,A powerful warrior from another universe.,,3607,4253,130
Jotaro 9738,"Combat knife, martial arts, stealth",930367,A powerful warrior from another universe.,8044,4220,8690,150
Inosuke 9739,"Ki manipulation, instant transmission, ultra instinct",747768,A powerful warrior from another universe.,6919,7314,8794,270
Naruto 9740,"Titan shifter, 3D maneuver gear",492347,A powerful warrior from another universe.,6741,1654,3863,360
Eren 9741,None,168023,A powerful warrior from another universe.,,5252,5014,286
Thanos 9742,"Titan shifter, 3D maneuver gear",64396,A powerful warrior from another universe.,2230,1294,6754,232
Vegeta 9743,"Slime abilities, unlimited shapeshifting",481630,A powerful warrior from another universe.,,973,3719,67
Josuke 9744,"Speed force, time travel, infinite mass punch",430426,A powerful warrior from another universe.,2540,9289,339,285
Emilia 9745,None,668997,A powerful warrior from another universe.,4405,6079,2096,62
Aqua 9746,"Slime abilities, unlimited shapeshifting",664444,A powerful warrior from another universe.,3793,7057,1520,325
Todoroki 9747,"Stand power, time stop, vampirism",409573,A powerful warrior from another universe.,2436,2746,2363,297
Tanjiro 9748,"Haki, devil fruit, conqueror haki",418022,A powerful warrior from another universe.,,7777,7154,349
Zoro 9749,"Quirk: One for All, 100% Detroit Smash",840176,A powerful warrior from another universe.,,3856,9399,426
Subaru 9750,"Titan shifter, 3D maneuver gear",837474,A powerful warrior from another universe.,,5454,2833,228
Aizen 9751,"Haki, devil fruit, conqueror haki",879728,A powerful warrior from another universe.,7025,8194,9452,113
Josuke 9752,"Quirk: One for All, 100% Detroit Smash",88480,A powerful warrior from another universe.,7128,2286,2548,80
Leafa 9753,"Stand power, time stop, vampirism",877947,A powerful warrior from another universe.,,7488,988,250
Tanjiro 9754,"Slime abilities, unlimited shapeshifting",574580,A powerful warrior from another universe.,,243,2031,274
Iron Man 9755,"Breathing techniques, demon slayer mark",489293,A powerful warrior from another universe.,,4190,6545,481
Spider Man 9756,"Ki manipulation, instant transmission, ultra instinct",636764,A powerful warrior from another universe.,3096,7882,9089,149
Giorno 9757,"Dark magic, undead army, time stop",478885,A powerful warrior from another universe.,,3163,2612,255
Aqua 9758,"Quirk: One for All, 100% Detroit Smash",657750,A powerful warrior from another universe.,,76,7855,304
Todoroki 9759,"Slime abilities, unlimited shapeshifting",644227,A powerful warrior from another universe.,,7679,3141,252
Erwin 9760,"Dark magic, undead army, time stop",812741,A powerful warrior from another universe.,6567,308,7022,279
Madara 9761,"Stand power, time stop, vampirism",589797,A powerful warrior from another universe.,8936,4003,2739,441
Inosuke 9762,"Dark magic, undead army, time stop",109451,A powerful warrior from another universe.,1131,3685,6792,380
Thor 9763,"Slime abilities, unlimited shapeshifting",746978,A powerful warrior from another universe.,,8188,7831,273
Yui 9764,"Stand power, time stop, vampirism",119520,A powerful warrior from another universe.,,8155,4851,159
Deku 9765,"Firearms, explosives, tactical genius",215663,A powerful warrior from another universe.,567,4951,9369,314
Thanos 9766,"Sharingan, Rinnegan, Susanoo, genjutsu",642045,A powerful warrior from another universe.,,3208,6269,319
Hawks 9767,"Super strength, flight, laser vision",884517,A powerful warrior from another universe.,,2606,3835,267
Jonathan 9768,"Titan shifter, 3D maneuver gear",261978,A powerful warrior from another universe.,3653,8255,8151,176
Jotaro 9769,"Titan shifter, 3D maneuver gear",995402,A powerful warrior from another universe.,2806,1445,7084,427
Itachi 9770,"Super strength, flight, laser vision",31496,A powerful warrior from another universe.,9191,4378,2106,294
Madara 9771,"Combat knife, martial arts, stealth",320575,A powerful warrior from another universe.,,4196,4716,405
Josuke 9772,"Stand power, time stop, vampirism",563677,A powerful warrior from another universe.,,2625,5804,243
Thor 9773,"Soul reaper powers, bankai, hollow form",801968,A powerful warrior from another universe.,,1004,1820,304
Thanos 9774,"Ki manipulation, instant transmission, ultra instinct",635506,A powerful warrior from another universe.,,8260,7928,360
Captain America 9775,"Titan shifter, 3D maneuver gear",274835,A powerful warrior from another universe.,,4914,5803,225
Josuke 9776,"Quirk: One for All, 100% Detroit Smash",827486,A powerful warrior from another universe.,8202,3105,964,350
Aizen 9777,"Ki manipulation, instant transmission, ultra instinct",269815,A powerful warrior from another universe.,4200,2515,1543,309
Saitama 9778,"Haki, devil fruit, conqueror haki",101752,A powerful warrior from another universe.,,7323,2685,268
Rengoku 9779,"Combat knife, martial arts, stealth",418043,A powerful warrior from another universe.,,4610,6068,12
Ichigo 9780,"Breathing techniques, demon slayer mark",419850,A powerful warrior from another universe.,,7402,3398,253
Aizen 9781,"Firearms, explosives, tactical genius",666938,A powerful warrior from another universe.,,5264,6759,327
Jotaro 9782,"Haki, devil fruit, conqueror haki",700179,A powerful warrior from another universe.,,5800,2896,62
Todoroki 9783,"Stand power, time stop, vampirism",962383,A powerful warrior from another universe.,,4920,7718,157
Emilia 9784,"Combat knife, martial arts, stealth",18866,A powerful warrior from another universe.,7769,2010,2991,394
Naruto 9785,None,330063,A powerful warrior from another universe.,5170,2474,4878,79
Hawks 9786,"Combat knife, martial arts, stealth",235879,A powerful warrior from another universe.,,9077,3705,323
Batman 9787,"Firearms, explosives, tactical genius",964111,A powerful warrior from another universe.,3182,3092,6782,142
Erwin 9788,"Breathing techniques, demon slayer mark",132753,A powerful warrior from another universe.,,9287,7647,117
Eren 9789,"Quirk: One for All, 100% Detroit Smash",875189,A powerful warrior from another universe.,,2442,5494,32
Thor 9790,"Titan shifter, 3D maneuver gear",428715,A powerful warrior from another universe.,2455,1943,3487,201
Saitama 9791,"Firearms, explosives, tactical genius",376933,A powerful warrior from another universe.,,7432,5602,165
Eren 9792,"Titan shifter, 3D maneuver gear",369627,A powerful warrior from another universe.,9284,5568,2934,412
Bakugo 9793,"Speed force, time travel, infinite mass punch",173007,A powerful warrior from another universe.,,8774,4724,112
Inosuke 9794,"Haki, devil fruit, conqueror haki",676681,A powerful warrior from another universe.,5518,8380,1204,146
Giorno 9795,None,913150,A powerful warrior from another universe.,,9114,1201,430
Subaru 9796,"Quirk: One for All, 100% Detroit Smash",937958,A powerful warrior from another universe.,,8358,9377,350
Rimuru 9797,"Dark magic, undead army, time stop",459783,A powerful warrior from another universe.,,8864,4068,427
Ichigo 9798,"Speed force, time travel, infinite mass punch",305238,A powerful warrior from another universe.,,2169,6306,58
Tanjiro 9799,"Quirk: One for All, 100% Detroit Smash",102057,A powerful warrior from another universe.,8875,4782,4221,103
Hulk 9800,"Breathing techniques, demon slayer mark",675678,A powerful warrior from another universe.,3802,5494,876,359
Levi 9801,"Titan shifter, 3D maneuver gear",750203,A powerful warrior from another universe.,,8968,5789,359
Mikasa 9802,"Titan shifter, 3D maneuver gear",157904,A powerful warrior from another universe.,,7057,6135,148
Vegeta 9803,"Haki, devil fruit, conqueror haki",347231,A powerful warrior from another universe.,9814,5281,3376,416
Dio 9804,"Speed force, time travel, infinite mass punch",661142,A powerful warrior from another universe.,7871,9759,5517,300
Thor 9805,"Stand power, time stop, vampirism",942486,A powerful warrior from another universe.,3182,6984,4852,99
Superman 9806,"Firearms, explosives, tactical genius",2452,A powerful warrior from another universe.,7101,5702,7474,461
Hulk 9807,"Breathing techniques, demon slayer mark",271629,A powerful warrior from another universe.,4621,9396,9406,444
Emilia 9808,"Soul reaper powers, bankai, hollow form",319961,A powerful warrior from another universe.,,6262,3617,253
Dio 9809,"Soul reaper powers, bankai, hollow form",617890,A powerful warrior from another universe.,,3826,7319,86
Saitama 9810,"Titan shifter, 3D maneuver gear",831215,A powerful warrior from another universe.,,8589,7062,296
Ichigo 9811,"Dark magic, undead army, time stop",550284,A powerful warrior from another universe.,,4282,6671,128
All Might 9812,"Firearms, explosives, tactical genius",259896,A powerful warrior from another universe.,,2469,1856,214
Mikasa 9813,"Titan shifter, 3D maneuver gear",789782,A powerful warrior from another universe.,2973,7442,4098,90
Sinon 9814,"Speed force, time travel, infinite mass punch",658905,A powerful warrior from another universe.,,7064,3099,73
Spider Man 9815,"Dark magic, undead army, time stop",969517,A powerful warrior from another universe.,5542,9479,5519,263
Agil 9816,"Soul reaper powers, bankai, hollow form",307347,A powerful warrior from another universe.,,3837,212,120
Kirito 9817,"Quirk: One for All, 100% Detroit Smash",173105,A powerful warrior from another universe.,1919,2111,8038,151
Spider Man 9818,"Firearms, explosives, tactical genius",77978,A powerful warrior from another universe.,,2402,9549,433
Agil 9819,"Slime abilities, unlimited shapeshifting",413127,A powerful warrior from another universe.,,7725,443,67
Hulk 9820,"Haki, devil fruit, conqueror haki",510792,A powerful warrior from another universe.,7950,1030,8879,85
Naruto 9821,"Super strength, flight, laser vision",244634,A powerful warrior from another universe.,,8259,5969,152
Kakashi 9822,"Breathing techniques, demon slayer mark",68839,A powerful warrior from another universe.,5258,6502,5448,416
Kirito 9823,"Sharingan, Rinnegan, Susanoo, genjutsu",190044,A powerful warrior from another universe.,,3430,4966,86
Vegeta 9824,"Slime abilities, unlimited shapeshifting",819657,A powerful warrior from another universe.,,4499,3701,33
Thor 9825,"Stand power, time stop, vampirism",719302,A powerful warrior from another universe.,,9786,7824,461
Emilia 9826,"Soul reaper powers, bankai, hollow form",655842,A powerful warrior from another universe.,,9540,1879,406
Erwin 9827,"Slime abilities, unlimited shapeshifting",521153,A powerful warrior from another universe.,,9261,8505,142
Madara 9828,"Slime abilities, unlimited shapeshifting",601686,A powerful warrior from another universe.,,3948,7102,432
Subaru 9829,None,508521,A powerful warrior from another universe.,9930,4996,5556,458
Jonathan 9830,"Quirk: One for All, 100% Detroit Smash",173792,A powerful warrior from another universe.,,6148,2669,134
Rengoku 9831,"Quirk: One for All, 100% Detroit Smash",194185,A powerful warrior from another universe.,6375,7742,53,231
Aqua 9832,"Stand power, time stop, vampirism",710639,A powerful warrior from another universe.,,9623,3347,349
Kakashi 9833,"Stand power, time stop, vampirism",352094,A powerful warrior from another universe.,3198,5805,8198,337
Kakashi 9834,"Breathing techniques, demon slayer mark",77270,A powerful warrior from another universe.,,1720,7243,27
Josuke 9835,"Firearms, explosives, tactical genius",205196,A powerful warrior from another universe.,2216,6849,9754,447
Erwin 9836,"Slime abilities, unlimited shapeshifting",252368,A powerful warrior from another universe.,1626,904,325,216
Spider Man 9837,"Firearms, explosives, tactical genius",674155,A powerful warrior from another universe.,1,9469,7465,266
Zenitsu 9838,"Sharingan, Rinnegan, Susanoo, genjutsu",269697,A powerful warrior from another universe.,7299,1053,3381,430
Sasuke 9839,None,102345,A powerful warrior from another universe.,,4224,6361,53
