speed,strenght,iq,battleiq
850240,650670,5,276
124458,13678,127,292
128627,964280,197,82
469705,879902,5,147
457245,130809,9,154
28387,681616,211,164
150125,243294,245,161
657652,761549,76,122
111683,590308,188,77
415395,588886,121,216
58032,606220,148,53
608708,674671,298,121
524161,165733,48,112
703169,996837,293,142
770047,892741,180,271
37501,635384,280,150
225713,523994,2,42
505893,888138,19,254
208572,422803,182,68
103185,454443,21,44
140309,467817,99,138
643716,486555,108,239
538260,450110,164,44
87968,402969,140,1
165944,138574,215,145
584991,930976,275,206
4971,384759,161,121
735046,265891,5,254
904555,99946,222,39
375284,996590,125,13
769632,837617,73,7
947089,848850,270,43
217261,445871,220,216
767214,873994,130,60
336109,984335,109,88
146717,797582,219,73
485874,610983,38,241
685219,366258,215,102
501477,76660,59,106
265473,702575,171,155
734507,154834,242,201
557159,542057,26,266
263682,413548,173,142
829865,60233,95,51
172602,182631,149,224
722729,737998,65,2
404244,587780,284,120
755122,193821,119,79
485934,155794,158,249
269646,232375,42,269
315515,344059,201,271
347357,476071,156,180
1133,489368,104,235
463024,201636,56,110
579508,26291,161,70
318160,105742,50,159
177534,500573,68,84
12720,462864,124,238
148636,991619,183,265
317499,528725,4,283
926648,241771,242,38
848605,251381,0,85
816550,780630,244,10
201012,793646,48,236
999510,731263,130,233
890935,700260,9,23
942075,636459,285,236
751787,213979,234,209
711988,796146,116,55
740327,803064,17,108
743597,264142,300,90
492881,950478,110,148
67379,727272,95,140
171702,29884,203,223
52940,276164,168,155
482547,550745,292,106
363906,434291,192,292
453374,694023,238,278
320414,309792,179,257
29055,298686,258,146
641011,277000,261,216
610407,670032,156,290
640430,549513,3,212
708717,543294,242,156
560614,756211,67,297
598796,851615,142,38
53797,191925,293,118
834100,253342,189,118
293031,931690,89,52
223956,525386,272,219
65896,288710,61,3
198323,893694,34,95
310003,831348,206,262
789586,276407,136,204
530039,586334,184,289
169286,352656,216,238
235372,751106,173,173
476179,4593,174,252
721871,288409,227,183
265066,721607,115,21
333389,204767,116,268
604909,47582,83,94
514059,908498,264,141
647644,886439,258,168
497658,171350,253,38
980615,646701,213,202
995420,547980,62,211
506817,904787,204,96
874931,385772,57,77
674413,837297,167,115
425228,604329,182,168
546261,374338,252,253
746878,653055,111,213
21690,479855,227,26
474499,271988,212,20
798770,657816,288,51
356948,891121,292,139
134921,136833,149,4
99824,879188,39,18
577404,912372,170,254
853650,777575,200,129
152795,120575,252,225
14906,154062,153,241
653795,110159,177,182
515977,290180,202,31
179864,214426,300,45
661096,782701,117,191
116891,254429,134,248
888296,999596,298,83
569860,996322,243,132
326530,112768,71,72
956901,462993,234,288
742387,621220,98,98
560302,306491,67,143
483179,397091,281,10
855108,618646,10,187
111582,458473,156,155
993666,8524,231,68
515840,327365,126,79
645161,221185,289,78
522802,514379,8,153
649404,402303,217,229
787874,744221,81,230
181587,758012,74,171
492601,169251,271,72
805927,729035,203,172
609220,328188,36,174
326907,582127,74,122
883132,323830,280,287
459180,641175,45,181
416696,800525,292,32
886229,118804,251,37
942130,172300,55,18
763337,219385,48,224
922008,13211,202,70
48839,499526,200,121
69545,667925,81,294
939978,14465,68,226
65560,58516,159,218
365123,708757,190,14
682824,271863,173,21
242013,497739,155,242
842671,685691,205,84
870517,457551,278,113
847715,188314,200,81
728075,146082,209,241
42515,151817,164,178
937178,717862,237,53
293214,13251,211,185
135520,770441,6,136
482042,753755,100,10
87952,774989,249,283
560999,45720,190,64
752443,939996,185,234
805761,30752,169,199
173681,561827,20,253
999315,70121,105,165
680631,203178,237,137
725060,296852,225,237
21317,856639,138,66
855396,112548,43,244
871835,899551,156,299
412148,979761,156,75
939794,683060,37,268
92979,567976,263,270
480306,656954,247,166
516733,337737,0,73
114827,241271,140,7
589835,290879,106,208
334577,2281,25,226
986890,657388,294,100
849334,134699,122,65
390006,484465,203,116
290168,336221,158,251
475786,214866,235,183
947246,750346,286,84
149969,679070,241,240
878564,467354,27,212
379462,612637,188,206
641499,667730,188,23
25258,753574,255,141
337704,504669,136,273
578719,629284,294,176
502159,885827,9,289
833614,828847,110,150
809749,953127,289,133
13024,942407,157,52
340887,549465,262,183
440916,92260,202,135
509090,843124,127,124
236604,123307,216,148
771289,149221,196,221
524777,946460,148,252
847636,217618,227,295
104390,830154,170,104
242441,395290,76,89
9227,608548,97,10
627288,99382,269,184
150757,34119,84,9
777162,575882,99,194
79124,181862,264,212
984005,731530,16,243
898752,710180,56,122
98720,233480,234,147
770682,266850,113,131
571008,874190,154,89
331139,696204,125,148
385072,626293,201,161
849925,334689,22,295
743253,902786,211,260
227674,21758,17,27
253930,505917,193,72
906231,205044,166,240
199876,909678,282,28
841520,687642,242,259
778830,325741,251,115
114199,893794,200,40
793739,674299,85,237
963514,399408,250,299
41077,343452,232,27
896006,404704,175,22
764896,877026,133,289
724469,405228,68,58
175401,448300,225,174
492770,567954,289,119
423515,346364,272,155
737370,782779,286,172
925804,668886,115,115
864270,392595,162,196
304424,159427,132,164
147363,547411,218,256
107494,712776,165,128
788396,633173,237,215
824897,450750,214,265
94863,887250,69,285
861954,310644,239,25
326001,14372,162,179
67973,208431,80,298
335152,621009,247,72
230241,731589,97,210
906052,516742,80,180
119050,20002,136,43
730134,729796,161,224
359169,523216,292,235
139016,40136,284,116
712499,303485,101,142
856149,460043,134,242
567623,292940,192,50
233830,93883,136,270
841912,105025,89,127
365908,112030,214,48
147494,299833,196,44
531565,510623,144,78
87058,600313,115,91
592540,212129,80,232
579361,68216,57,272
147761,704665,224,52
304601,341991,188,104
730120,293464,67,81
255533,786489,86,24
186369,863441,16,211
739535,553638,227,65
326809,506024,206,98
726063,174896,7,261
661530,385654,28,24
252725,222039,65,227
538453,544825,293,44
670090,210327,30,158
392702,838456,28,104
856561,50816,209,21
417872,397816,194,102
903071,268514,136,210
810970,662341,273,290
60880,223799,76,262
314831,12552,276,235
907234,949768,38,238
930807,483021,21,148
200680,710774,211,203
542201,432446,26,221
579069,876044,89,107
684039,580679,177,115
445090,169707,186,61
425152,457900,69,235
366310,586433,15,66
648245,679727,23,228
955526,60220,173,49
906682,914577,173,296
272855,335807,20,210
61512,175246,46,48
484574,233010,61,234
706637,779402,275,97
400186,487616,80,212
364743,555312,284,277
3014,820159,180,228
635964,61690,284,237
27460,845530,118,275
817302,808644,24,289
653254,692188,48,258
282684,629370,90,257
135719,842138,190,290
107592,417607,74,262
24423,224483,167,267
473718,408505,99,53
582082,961234,258,220
805557,947087,114,97
148360,469573,177,290
161653,230672,75,221
49892,837358,38,284
36792,99141,30,94
716,32472,286,167
562416,771253,259,179
488526,52028,114,293
855005,808548,174,46
226108,870293,201,34
90768,745610,275,203
603075,712667,202,297
812172,562723,145,147
66655,364551,121,187
476099,633733,186,189
354028,979116,176,146
893005,269206,288,141
129179,635472,258,124
770388,44477,197,278
189542,60733,223,186
287266,890290,276,80
928377,197715,143,258
432078,344318,177,9
303682,674207,136,139
761976,336034,204,146
582769,360636,123,190
313302,960683,38,241
365224,343986,68,55
632355,399652,154,130
253997,516239,109,300
777872,799903,139,164
697395,911699,252,173
314644,850129,65,227
445897,672177,221,153
255064,689755,268,21
492371,233838,19,161
516610,274078,284,167
635525,293253,157,188
62086,172267,101,130
637979,387822,151,197
985966,484220,138,253
33137,210254,207,72
97604,357868,154,239
874448,662655,196,246
101988,119216,223,151
253369,934218,67,148
767458,936926,166,77
811941,912703,199,32
80179,6750,105,45
831413,120251,266,28
392146,392936,9,105
32154,646050,265,281
426352,379019,34,235
379557,715406,176,235
29161,455273,269,75
193176,833896,79,214
612279,294525,270,131
424864,555118,257,63
67086,404377,71,68
286055,772344,249,197
103725,661573,8,23
236567,186484,24,212
815863,510478,206,115
37662,895854,237,148
959466,850949,84,160
909887,156009,140,226
261920,788963,144,223
458034,492431,253,53
514130,735665,163,144
468672,724170,266,276
546929,909888,195,265
4698,257794,279,163
189756,230107,145,232
172612,544045,29,4
836503,157186,228,39
811605,992655,93,194
504708,537632,202,287
417043,884149,31,153
995815,286474,268,177
108073,31865,150,244
18122,726142,99,41
252232,290780,161,211
838056,461280,200,149
22167,735686,145,169
64201,534629,145,293
198782,665877,163,204
429437,544291,99,274
936307,222296,269,161
319453,44845,75,83
863496,827808,255,200
599946,789111,155,268
114990,734626,90,241
160572,914476,236,70
76280,282080,196,254
889331,565210,67,176
839877,94587,232,165
739742,843960,146,244
142107,930436,271,157
187600,727897,14,151
59075,129003,251,225
909634,908230,125,98
692875,943619,94,16
428980,385401,38,194
428994,997836,122,231
807936,788855,191,135
308963,867421,229,246
271250,497349,150,153
933731,479693,124,143
354544,867588,147,278
816225,285886,110,251
51215,612918,232,14
617639,732631,102,3
956008,376893,294,216
681196,997216,8,59
685605,7329,260,10
707794,866671,4,84
388175,471450,265,293
430639,295442,294,8
687447,883018,177,27
694479,778193,9,29
835638,190529,181,258
88005,570283,285,193
456283,629447,88,245
471604,640718,46,90
444977,465991,283,173
638425,870972,275,160
279522,353851,15,228
439201,641233,133,225
112536,983467,13,282
695,301870,123,124
787263,131577,266,21
470817,714642,258,217
846390,331333,216,125
791539,137593,10,52
331853,293162,194,69
268451,557667,218,66
277689,595875,36,122
978144,919172,17,153
891117,401841,197,8
30544,133394,143,221
874105,596036,19,131
635238,26253,151,214
277981,845509,86,2
449800,847411,44,244
42310,387901,291,43
352231,509004,173,293
808874,413810,236,30
39396,508213,279,217
898853,410003,92,210
579763,356622,47,56
567736,547519,262,256
2972,439584,255,175
244704,498132,32,2
844847,477082,180,144
277704,905583,198,50
660087,632846,188,57
681736,566773,119,141
701964,125589,3,92
31202,527590,132,188
992570,643882,15,53
799206,455052,203,45
715977,261048,263,126
32614,754921,92,133
38559,849107,198,81
397821,796637,161,124
665078,191132,37,28
320727,239136,33,238
651555,678092,118,28
360862,880564,211,37
92966,300079,107,72
115161,312324,288,229
236923,913685,108,177
783738,977244,97,246
294706,447954,32,61
518929,870314,66,161
674882,217190,223,31
249511,433785,125,216
633031,39619,154,65
54795,751993,136,287
162335,846573,84,38
25203,979621,111,290
891239,292680,87,54
17948,338236,255,40
776943,333517,278,285
725208,344977,207,36
383344,778853,236,78
46554,75658,29,7
890626,597507,238,288
726084,304521,161,294
705574,809613,55,31
481644,349786,73,150
211641,776197,246,223
654350,922887,241,86
552850,848574,189,156
725945,39259,78,193
56292,206961,252,207
959070,734573,162,281
208608,100843,123,178
13620,659692,148,47
614733,217292,171,77
816812,984490,126,294
999049,338082,298,4
297777,742124,237,279
661057,842252,173,245
882406,159556,293,21
185859,82247,221,66
725103,201867,15,11
537693,827894,111,248
685707,592614,72,242
319490,996440,147,205
754742,872013,103,6
907786,665262,171,128
521705,867836,261,145
756249,391008,147,214
57445,632275,7,112
168870,537906,298,102
646590,342025,119,96
508978,487093,293,160
188867,116320,149,221
581784,430178,58,256
971356,444015,38,234
857038,626945,279,162
749498,867468,95,180
772039,840977,220,199
872186,966611,187,191
53534,629904,217,57
553349,660959,9,282
38347,833219,293,283
764795,250581,166,3
886318,698466,93,81
263101,958860,69,211
733324,992157,106,115
900412,620151,227,237
223319,480317,145,201
702536,189459,68,147
109216,693626,200,14
361667,111315,115,71
710441,131708,218,66
984545,543422,151,26
387418,298909,190,236
256261,747201,19,141
302126,190599,66,37
387776,544218,9,41
386008,809040,64,11
178902,713784,138,87
223649,929622,54,52
636157,980103,267,96
113860,794897,219,182
50931,334508,245,4
392552,323219,235,81
347711,382666,88,246
75069,605388,274,101
213203,825467,275,47
223396,561854,79,185
351002,585160,95,51
864082,183345,55,288
539133,10905,4,248
576076,662736,229,139
372820,319919,240,145
31796,619774,90,136
963777,756403,94,45
826352,338169,122,205
218293,378348,10,117
428020,905977,37,277
144814,46021,227,257
341084,490307,213,266
290683,400132,119,246
599863,24313,146,133
819680,682093,51,219
615578,338351,164,174
529601,461448,8,243
51148,538346,14,27
551486,342339,108,228
414871,264476,204,5
965803,224211,283,108
689557,952456,208,281
478208,59770,211,6
659125,867248,10,214
823925,768620,124,206
267929,848419,1,29
152921,290073,216,116
378542,221764,136,11
823976,132365,51,202
111155,88139,21,139
695872,610548,132,104
825935,264080,208,279
692924,252619,112,285
727996,460146,157,33
543209,558368,66,51
153190,928904,3,6
889073,847747,222,238
298074,42467,286,198
88674,691596,269,0
315971,310142,203,296
414729,582536,52,20
440763,546055,155,145
669748,917695,226,53
790879,321889,164,209
630985,134835,139,217
453830,588292,209,165
832618,327885,197,282
420639,536372,234,298
241749,865563,268,88
194181,320474,14,265
836890,141885,18,228
990752,948649,245,173
836356,687104,182,142
942177,994361,165,89
987203,219449,69,238
508396,999942,31,97
6058,781601,187,190
731254,496749,90,284
81271,347085,205,270
46008,976149,200,257
869968,643725,31,17
710378,996916,32,104
263553,722601,97,22
933009,130215,21,101
969355,229001,94,17
384288,998681,222,5
51689,784473,72,88
272834,506381,252,258
139296,403244,186,194
780952,312446,154,35
952774,443707,196,10
602961,91509,223,166
659564,345954,115,69
947003,665602,269,254
3234,368801,199,59
573840,794681,18,67
76469,727402,246,183
107983,810932,63,206
680289,855047,56,90
161626,586961,200,51
871779,224141,148,43
310064,586823,149,62
413136,845884,98,125
425243,887467,149,64
233345,828793,259,43
989112,621919,261,12
984576,56892,109,103
181709,859534,11,72
134445,964160,206,204
873947,455480,135,290
881741,872504,105,134
827769,224468,289,222
296241,925353,33,231
60628,567801,234,101
942589,705055,268,13
86418,982845,280,19
315906,404563,50,123
467810,318503,193,196
698447,179182,134,124
892914,675992,167,40
438590,75403,227,97
73580,756762,251,258
833338,723085,54,116
924196,159549,120,167
975753,818056,8,43
643753,818421,210,269
447521,945128,86,15
939133,840627,81,57
864268,279603,87,125
602958,736358,36,170
511280,94601,210,225
349259,176847,212,78
297553,351223,183,211
664619,159598,240,132
316744,177384,188,64
757163,861508,232,283
720584,961458,167,214
489114,725266,40,258
889977,312083,288,246
30216,237525,256,46
523494,364291,179,25
587734,864242,121,275
154804,163708,166,19
94893,734885,292,258
758695,990084,300,202
516645,707636,296,0
474516,951007,275,153
884658,988472,129,295
523162,753802,64,75
702469,757307,110,296
698376,38518,164,99
842488,806487,181,38
30061,868559,136,298
304,191376,240,101
304956,876387,85,49
374759,482624,162,206
908895,934796,21,163
154297,599095,154,157
778854,982935,16,182
199196,317314,34,17
123100,424959,204,87
812091,120059,300,19
534480,137913,110,128
417335,371502,200,182
641453,580794,138,48
998169,474896,273,215
229418,224229,48,190
628959,941968,204,190
727000,911241,112,119
739002,624643,271,107
616389,196286,153,133
273357,39657,141,45
609959,290425,145,59
121957,762051,155,151
815350,864541,271,159
529845,643907,232,191
653185,628479,101,61
129135,386894,259,94
396766,560200,291,11
725736,519818,65,207
92230,481413,192,298
132303,741226,29,197
227185,688164,141,46
486822,736774,205,273
629287,333915,94,200
162253,509396,21,254
429984,814179,126,94
188019,984169,163,253
642906,329369,226,296
587605,593625,281,217
233702,108418,236,110
709089,805817,228,241
535765,229007,159,32
728728,6956,51,278
511170,543487,221,269
62760,998560,176,244
464719,29969,153,102
4059,550948,24,95
17374,965245,157,7
4000,871849,32,269
117972,114901,177,229
53069,705504,98,107
169038,120133,106,275
523134,177188,17,41
997786,988285,86,219
265707,467709,249,291
191645,909077,27,48
554329,564417,230,255
642230,743248,11,43
701962,991861,222,157
602083,155600,135,189
413871,273628,21,79
971622,319959,74,275
476903,524747,60,262
126141,519074,293,149
285005,550389,226,3
866336,891877,73,87
915682,316567,97,88
95070,970477,66,106
390173,302249,135,283
233549,722491,53,278
273653,833095,264,197
709413,818052,219,18
436944,38366,19,154
421610,920341,208,210
551415,47251,62,168
641418,235087,195,148
717088,724162,157,204
415917,213352,226,192
545021,215316,190,92
997424,49026,74,163
145955,248224,144,298
734081,259781,20,108
492996,739281,154,178
607170,693691,107,293
595241,663304,209,14
232257,613102,214,273
604932,990271,129,286
184283,635866,154,62
348817,462184,65,50
157018,748945,17,89
354263,61833,110,63
430618,607851,165,140
582606,726748,81,259
994660,566887,165,292
236500,291023,33,121
719995,666043,154,296
354407,356440,92,51
378580,266226,298,40
389927,827471,90,135
806734,375933,223,260
678515,160514,133,194
701316,680163,293,75
327740,831101,220,13
282330,946300,138,49
226867,957935,229,169
946182,269025,80,173
974157,324842,166,44
418327,460267,119,261
427649,617852,150,220
155730,34941,171,90
724654,823913,18,41
302678,963995,157,19
77778,19805,212,54
649365,537644,256,123
893459,444202,26,216
748392,571912,95,103
548631,841547,281,104
178741,46687,246,23
954163,877180,291,81
47694,137167,10,113
783717,223846,166,283
567831,623828,161,113
759417,656600,12,54
654697,734188,262,166
403361,246396,9,25
691230,398301,188,247
40863,460854,294,238
297825,579942,233,6
771919,127106,270,2
136908,85010,131,207
2271,603125,259,275
725792,610101,177,3
877786,259774,137,239
961983,575906,211,233
915108,913547,162,61
75694,711364,226,134
728974,410069,258,286
459231,979411,287,28
238916,850996,235,188
106475,434091,245,266
24980,529770,18,238
400597,86722,272,283
153602,998382,259,266
15167,544848,119,224
297276,8525,90,102
704625,597701,265,101
174263,374032,280,102
275763,921526,261,54
484944,307089,254,295
818181,418332,149,61
575290,922658,290,51
415741,961619,154,8
27636,578135,0,166
9465,616361,116,297
163677,791009,286,209
358671,304018,279,108
45162,865150,39,150
465358,216145,226,44
446909,299905,130,141
201522,273099,161,162
724889,804159,249,239
380627,909933,279,225
258136,742204,175,231
342639,133506,249,134
532019,713256,236,198
561321,191506,202,5
679361,98595,274,106
708038,256572,33,239
866731,147985,200,77
779161,396254,274,165
64799,542863,19,15
492674,528557,255,86
992168,946829,229,196
372753,437786,165,88
502942,856038,243,74
854587,88226,286,40
802445,750260,281,286
9472,809345,60,120
707372,259233,88,149
626214,167686,114,281
267454,5435,109,106
190594,205618,195,44
941859,575772,204,45
2459,395742,197,233
886025,182663,274,128
109253,578080,136,195
474426,612407,111,256
365852,589275,278,299
890094,765199,286,67
38406,551610,268,54
713670,697572,209,67
943526,748390,298,156
945981,642099,181,250
841592,123440,258,19
86898,160589,21,26
95595,245467,61,164
541755,193645,245,289
386614,693900,233,6
989955,456145,161,210
784240,451680,197,228
577091,837718,278,52
124427,175148,144,180
18920,31336,176,244
986578,952243,208,233
146525,836858,58,229
593684,565826,292,62
844493,543897,173,84
946476,181469,246,107
974795,739158,72,250
766259,955603,89,46
626043,525458,143,185
533990,6909,33,19
399862,337318,159,189
174505,681397,258,290
262119,726952,182,76
672277,147148,122,33
539127,975665,38,205
700079,703109,243,275
742703,472131,39,29
543304,947961,207,144
234646,559949,220,263
929267,434452,133,194
491108,240388,197,55
27042,734067,119,132
320843,594268,270,84
668596,696541,173,7
963649,357074,196,146
400718,315077,169,96
231440,354994,182,69
910188,72280,55,80
571027,420476,68,49
784027,282278,108,166
827153,724938,135,204
12152,939408,228,44
383579,404763,122,273
742598,318079,27,106
65443,588209,279,235
84248,938283,193,157
811066,467385,272,9
272280,303203,212,15
423687,378410,239,141
115627,33144,79,0
903488,775424,42,1
410613,826018,37,67
122697,707128,66,90
683121,170459,90,34
440960,915274,249,208
380124,247362,58,42
152041,449195,144,44
184565,787483,251,114
706293,205323,24,65
42910,424999,88,250
691494,673341,137,13
402628,807644,24,88
857300,78060,65,281
457993,406934,287,259
408534,33868,174,116
139871,661713,86,239
822074,811248,259,56
536577,743539,184,52
139438,177313,93,106
450361,996139,293,128
991684,498100,168,120
899965,832634,7,188
368586,602104,199,93
323542,758890,231,144
53578,218394,140,248
297977,130059,157,28
419741,87288,105,270
94780,907,216,107
288956,109517,209,66
442572,845464,239,59
569177,414093,83,239
946760,632774,54,135
406125,208205,238,88
556628,794499,159,198
121548,60739,91,197
195079,761353,109,177
730461,849093,184,55
920804,621478,274,126
544026,420891,297,126
599213,830752,237,181
423884,53646,237,180
717246,383281,111,245
881259,679920,183,248
737849,62736,186,206
865809,101036,149,275
878423,329682,156,85
740367,731207,295,175
429676,643064,133,239
588183,399659,203,180
208356,885388,144,47
71166,743488,167,65
217603,261955,94,244
448776,622941,85,73
193272,694740,115,81
250550,486877,136,217
6817,55810,42,126
174221,309816,129,189
334172,139930,25,204
341380,598719,292,125
895963,66465,287,257
49697,283772,279,247
683903,420059,137,52
929389,181141,105,151
271351,262916,85,168
61349,930799,50,50
846469,291254,230,144
578815,397286,110,183
708150,98033,275,145
463288,328268,190,235
174267,881535,119,194
948822,962984,29,205
532047,499282,109,300
292857,259493,296,39
998854,597151,274,242
973392,789806,16,276
179675,391713,127,25
511393,60918,209,258
786694,277635,88,70
686180,462836,3,72
752659,512673,20,122
11665,964609,160,180
820060,253430,10,292
632171,957779,284,255
133366,850687,292,134
387578,895322,26,5
507085,899112,260,5
551659,846020,248,73
890180,562653,45,24
620184,374589,261,106
431395,955192,121,197
338154,593262,127,135
566592,140436,79,43
426893,593070,86,136
140517,279596,53,163
569173,666022,10,105
413424,797133,55,44
994764,210471,39,224
471178,393395,232,191
822192,137237,247,135
189135,558236,22,65
661823,572675,117,197
784837,512408,208,3
809873,880437,153,216
473718,821317,1,234
685436,692494,9,46
259248,589862,156,295
779218,245185,250,297
439547,736268,1,263
149837,202304,221,274
224883,588181,73,292
250914,82168,235,40
481402,776272,199,257
422973,450934,53,194
581880,681222,14,246
711825,797380,88,188
465931,15136,131,168
993181,726170,49,293
420705,955481,20,112
368594,828020,90,134
814876,344408,48,284
528682,395783,199,213
753634,898532,178,203
610337,175570,267,62
998200,199927,256,175
837790,180836,231,7
211558,342835,22,290
86829,432752,196,256
906561,771635,51,116
129497,346624,94,276
413197,850712,285,231
454773,291541,93,219
442865,145133,230,30
716065,802503,125,189
682576,174582,229,221
591665,236479,10,232
179479,865202,233,257
298366,695782,152,146
683536,24065,167,221
681582,95612,166,111
759283,969601,58,273
621936,683564,83,45
49009,720584,213,267
259516,845530,17,49
387412,418971,196,11
711864,494934,103,87
428238,71449,142,280
620100,973840,203,266
712644,563131,296,298
445554,456072,175,125
275659,332211,2,236
939639,474616,86,156
338424,918269,19,71
77496,95663,121,248
558998,388370,64,198
113875,354152,121,238
305240,169711,86,299
682025,912750,207,246
97752,720502,132,46
685526,742110,37,4
566961,622677,79,221
205267,221995,257,7
802703,412782,76,59
720313,790460,127,137
541927,685115,169,91
917469,513728,185,219
972258,328036,289,107
580040,600822,170,257
708617,606159,26,44
372158,532668,84,12
568173,762262,286,240
469766,669694,147,176
607932,947457,199,218
698718,74633,30,267
842691,708587,13,26
635109,872021,158,34
881258,799902,7,135
361744,456954,240,107
766750,299200,112,115
812081,209676,62,71
189850,430260,16,265
830547,518473,6,273
278291,135791,113,273
386505,428105,262,179
810793,42236,206,215
75247,4290,299,127
14629,277523,121,55
242871,978171,268,243
492336,417614,49,82
465673,935267,22,235
222251,861421,276,245
381374,364048,283,90
448879,618961,191,9
932514,273054,203,36
244548,827760,19,110
748368,673535,32,128
635738,224924,265,279
282601,40617,269,117
916293,866728,208,179
854259,634201,150,274
688509,75299,10,256
954816,948702,288,48
162812,14555,223,23
427826,164631,224,271
984613,89906,82,187
664557,816213,82,191
731399,786102,118,228
521019,296208,196,26
871036,327595,199,162
490854,444742,44,36
555290,852805,209,143
805493,570981,9,95
254125,501004,46,276
485857,166491,208,16
55161,436592,63,80
823636,382962,123,122
784321,263576,131,143
588241,105978,16,78
225355,816641,96,246
361220,338222,293,158
572799,610487,274,95
949456,990537,276,224
878247,362250,279,161
984863,302969,159,58
712688,228553,40,45
724782,565746,104,79
828841,960353,286,34
529600,720186,4,286
684362,671934,16,199
522707,229993,290,186
956271,775704,240,297
318271,37739,262,161
975629,741901,41,161
831304,730415,185,300
445747,539772,251,209
162490,922725,11,13
751849,582719,41,240
615750,65351,207,119
941992,934238,246,39
877822,632344,40,43
62913,637606,285,115
643733,929029,64,87
172711,154857,282,119
359451,731161,174,282
115655,148984,215,204
301330,271765,241,213
567418,741633,183,14
437644,337327,236,73
270895,982194,88,226
712706,419815,105,101
114679,445645,160,130
44593,590038,85,177
156488,729296,20,24
133282,198444,98,269
636296,199674,288,245
658377,366953,97,139
582499,6986,218,116
789834,658709,152,72
371328,915193,290,208
419795,233075,250,267
403229,23356,189,70
862048,68780,105,211
484707,38657,161,297
452542,196104,103,173
4851,686045,219,100
747842,711171,234,93
835094,540674,242,179
995883,618184,68,133
267848,780343,140,245
195523,773150,246,53
125515,556256,249,187
769709,107212,62,132
925097,864248,97,87
193271,653975,138,85
776011,151794,289,277
496832,334564,103,98
515664,292865,35,54
801579,458902,151,176
166911,718082,110,236
949106,798684,240,78
403476,196365,63,50
711240,919966,70,242
978914,95438,257,263
818082,333180,50,42
817252,664823,221,204
202509,382054,82,259
147204,357829,182,57
309521,330962,94,247
248241,617300,174,55
798642,47013,170,141
469468,103091,138,3
118576,756124,62,293
250677,825121,250,234
285183,780652,256,56
967946,208523,19,290
638051,274229,281,295
525853,584479,266,55
591189,48243,206,171
959637,260507,165,156
473911,224609,116,96
341468,758135,146,260
755576,494005,188,11
694563,353956,225,291
118375,471433,130,200
480587,102679,53,76
852744,915417,7,204
207461,94061,221,4
344371,246439,184,296
577691,530957,7,105
319918,291218,135,243
664646,421393,204,220
706370,472048,297,129
265712,192470,198,177
95684,824459,7,44
673910,54431,267,194
45099,97576,160,253
138250,536556,31,244
763249,765500,229,202
89911,53038,141,242
767359,714178,285,156
31578,432741,260,26
29736,673753,62,234
296550,426850,10,122
797457,199824,202,107
46428,612200,241,248
755459,27197,283,280
509902,719344,202,131
588651,142488,233,197
12374,114280,79,160
529758,884431,242,134
618106,13954,205,94
515282,849142,184,267
432812,555353,290,162
12273,540419,179,288
191300,515125,23,232
835328,499781,288,95
265246,623463,139,21
600863,749585,257,55
671355,980713,116,168
547792,256866,297,182
422312,117428,30,199
511008,321372,9,158
423147,896171,273,267
98811,486181,275,12
684416,916611,148,108
619687,489378,198,1
38123,301047,259,209
548261,405542,67,208
996156,781977,233,118
783572,185596,284,73
649965,198068,209,129
416789,534010,268,204
113535,790662,98,28
86907,845141,82,91
815518,919709,138,295
574184,317899,201,298
722521,293090,102,153
370251,681261,43,133
725923,568398,175,264
595371,883058,43,106
871426,150409,141,139
665683,251856,115,197
970936,307918,218,196
16516,572185,101,62
251587,979919,243,242
904658,64769,8,72
13780,291422,33,56
393810,557040,241,113
249098,414712,92,151
833577,66498,167,134
354821,965771,101,295
313323,342862,24,189
877498,204409,300,23
671441,147351,150,10
210718,119810,95,114
418583,770374,152,228
562816,845557,60,146
741332,297903,150,199
758256,408828,42,186
334449,189458,33,89
694161,364268,65,79
454483,319152,208,26
462886,79840,268,67
339899,286004,289,226
128996,850486,300,266
79530,854975,271,66
696560,93120,162,239
540258,846433,216,267
18675,590398,250,255
152779,699106,160,101
670088,329343,183,237
522880,39849,213,88
637999,900561,20,89
545905,534356,74,127
240935,247401,26,271
717754,684285,173,178
203177,473940,6,187
674285,443455,122,98
621052,72398,135,156
563249,244634,154,46
158124,489776,92,298
738543,22264,120,156
665916,1618,168,25
902513,342930,134,105
673920,447980,22,293
11295,517681,240,68
857877,153035,5,139
934409,523503,218,254
54341,499381,224,131
698881,857219,149,85
505455,213296,181,88
116625,116746,263,131
701532,283183,169,103
401207,297150,162,40
548980,843613,192,286
479208,697902,229,60
703343,249948,151,124
452700,952321,45,248
638868,776357,218,209
711625,30634,57,111
165456,562505,234,16
350743,553268,188,203
70581,360969,1,195
37681,851158,297,229
335146,74727,87,171
501588,914921,100,61
70702,948452,57,275
460764,111571,77,242
41438,128271,259,75
775165,973679,126,183
961125,156947,248,126
458767,526737,124,199
123761,624622,220,281
951504,773927,79,282
116648,83469,78,168
911200,277277,50,67
271679,180459,186,203
718311,381121,191,256
918078,349747,256,117
324672,648217,195,54
210449,996555,206,227
583277,924325,66,170
521375,911765,182,235
829068,489925,276,70
750449,242362,93,138
853788,823820,262,183
903609,923186,79,11
467690,323792,234,218
